iterations,threads,time_in_ns,matrix_size,gmacs
6,8,14947000,625,16.333754265069913
7,1,47753000,625,5.1125714614788595
7,8,28693000,625,8.508717282961001
8,1,47798000,625,5.1077581697979
8,8,22964000,625,10.631450313534227
9,1,47847000,625,5.102527326687149
9,8,53221000,625,4.587298716671991
10,1,48332000,625,5.051324691715633
10,8,69037000,625,3.5363736112519373
11,1,47647000,625,5.123945369068357
11,8,16491000,625,14.804476684252016
12,1,47671000,625,5.12136571500493
12,8,54256000,625,4.49979034576821
13,1,47882000,625,5.098797564846915
13,8,17424000,625,14.011743859044996
14,1,48042000,625,5.08181643145581
14,8,33702000,625,7.244099014895259
15,1,47824000,625,5.104981285547006
15,8,59135000,625,4.1285300583410836
16,1,47817000,625,5.105728611163394
16,8,48320000,625,5.052579159768212
17,1,47765000,625,5.111287030252277
17,8,71889000,625,3.396077633573982
18,1,48052000,625,5.080758865395821
18,8,46921000,625,5.203227233008674
19,1,47760000,625,5.111822131490787
19,8,151870000,625,1.6075632119575953
0,1,53666000,650,5.117299593783773
0,8,33023000,650,8.31617357599249
1,1,54176000,650,5.069126550502068
1,8,39529000,650,6.947431000025298
2,1,53540000,650,5.1293425476279415
2,8,76753000,650,3.578036037679309
3,1,53883000,650,5.096690978601785
3,8,18114000,650,15.160925251186928
4,1,54249000,650,5.062305295950155
4,8,36822000,650,7.458177176687849
5,1,54610000,650,5.028840871635231
5,8,57353000,650,4.788328422227259
6,1,53804000,650,5.104174410824474
6,8,16735000,650,16.410218105766358
7,1,53719000,650,5.112250786500121
7,8,24287000,650,11.30748960349158
8,1,53862000,650,5.098678103301029
8,8,62075000,650,4.424083769633508
9,1,53707000,650,5.113393040013406
9,8,25200000,650,10.89781746031746
10,1,53647000,650,5.119111972710496
10,8,46152000,650,5.950446351187381
11,1,53364000,650,5.146259650700847
11,8,16660000,650,16.484093637454983
12,1,53076000,650,5.174184188710528
12,8,21401000,650,12.83234428297743
13,1,53424000,650,5.14047993411201
13,8,49236000,650,5.577727678934113
14,1,53276000,650,5.15476011712591
14,8,74026000,650,3.7098451895280036
15,1,53346000,650,5.14799610092603
15,8,45596000,650,6.023006404070532
16,1,53679000,650,5.1160602842824945
16,8,98146000,650,2.7981272797668777
17,1,53645000,650,5.11930282412154
17,8,19571000,650,14.032241581932452
18,1,53398000,650,5.142982883254055
18,8,31633000,650,8.681598330857016
19,1,53488000,650,5.134329195333533
19,8,22057000,650,12.4506959241964
0,1,61655000,675,4.988190333306301
0,8,30447000,675,10.101056754360036
1,1,61978000,675,4.962194246345478
1,8,15188000,675,20.249333355280484
2,1,61355000,675,5.012580474288974
2,8,27921000,675,11.014894702911787
3,1,61287000,675,5.018142101913946
3,8,32750000,675,9.39074427480916
4,1,61682000,675,4.986006857754288
4,8,62550000,675,4.91681654676259
5,1,62053000,675,4.956196718933815
5,8,65843000,675,4.67091224579682
6,1,63334000,675,4.85595217418764
6,8,20062000,675,15.329821303957731
7,1,61059000,675,5.036880312484646
7,8,23532000,675,13.06930456399796
8,1,61718000,675,4.983098528792248
8,8,19835000,675,15.505262162843458
9,1,61741000,675,4.981242205341669
9,8,19428000,675,15.830084156886967
10,1,61625000,675,4.9906186612576064
10,8,24291000,675,12.660939236754354
11,1,62000000,675,4.960433467741935
11,8,23586000,675,13.03938247265327
12,1,62319000,675,4.93504188128821
12,8,14438000,675,21.301210347693587
13,1,61599000,675,4.99272512540788
13,8,22454000,675,13.696752249042486
14,1,62055000,675,4.956036983321248
14,8,23132000,675,13.295299801141276
15,1,66005000,675,4.659448147867586
15,8,37160000,675,8.276288347685684
16,1,61921000,675,4.966762083945673
16,8,37455000,675,8.211103323988787
17,1,63458000,675,4.846463408868858
17,8,27317000,675,11.258442544935388
18,1,61127000,675,5.031277095227968
18,8,24769000,675,12.416604424885946
19,1,61963000,675,4.96339549408518
19,8,19105000,675,16.097716566343887
0,1,67920000,700,5.050058892815077
0,8,27043000,700,12.683504049106977
1,1,68056000,700,5.039967085929235
1,8,18095000,700,18.95551257253385
2,1,68067000,700,5.039152599644468
2,8,24380000,700,14.068908941755538
3,1,70276000,700,4.880755876828505
3,8,23227000,700,14.767296680587247
4,1,70188000,700,4.8868752493303695
4,8,19805000,700,17.31885887402171
5,1,69114000,700,4.962815059177591
5,8,23767000,700,14.431775150418648
6,1,67771000,700,5.061161853890307
6,8,23152000,700,14.815134761575674
7,1,67868000,700,5.053928213591089
7,8,48889000,700,7.0158931456973965
8,1,69129000,700,4.961738199597853
8,8,25537000,700,13.431491561264048
9,1,68172000,700,5.0313911869975945
9,8,24713000,700,13.879334763080161
10,1,67239000,700,5.101206145243088
10,8,32298000,700,10.619852622453402
11,1,67949000,700,5.047903574739879
11,8,56434000,700,6.077896303646738
12,1,68048000,700,5.040559604984717
12,8,42418000,700,8.08618982507426
13,1,67435000,700,5.086379476532958
13,8,44367000,700,7.730971217346226
14,1,67745000,700,5.063104288139346
14,8,115804000,700,2.961901143311112
15,1,67544000,700,5.078171266137629
15,8,21694000,700,15.810823269106665
16,1,67779000,700,5.060564481624102
16,8,23436000,700,14.635603345280765
17,1,68137000,700,5.033975666671559
17,8,34905000,700,9.826672396504799
18,1,67816000,700,5.057803468208093
18,8,23256000,700,14.748882008943928
19,1,67591000,700,5.074640114808185
19,8,14237000,700,24.092154245978787
0,1,80641000,725,4.725612591609727
0,8,24600000,725,15.49098069105691
1,1,79508000,725,4.792953224832721
1,8,70939000,725,5.3719128406095376
2,1,79448000,725,4.796572915617762
2,8,118820000,725,3.207188394209729
3,1,77962000,725,4.88799831969421
3,8,37177000,725,10.250373214621943
4,1,77701000,725,4.904417253317203
4,8,75729000,725,5.032129369198062
5,1,77144000,725,4.939828437726849
5,8,18472000,725,20.63004141403205
6,1,77022000,725,4.947652943314897
6,8,29264000,725,13.022079175779114
7,1,77102000,725,4.9425193250499335
7,8,23985000,725,15.888185324160935
8,1,76841000,725,4.959307205788576
8,8,32210000,725,11.831050139708164
9,1,76747000,725,4.965381382985655
9,8,34196000,725,11.143938618551877
10,1,78514000,725,4.853632791604045
10,8,55541000,725,6.8612038854179795
11,1,76938000,725,4.953054732381918
11,8,22709000,725,16.780929367211236
12,1,77615000,725,4.909851510661599
12,8,22593000,725,16.867088257424864
13,1,77273000,725,4.93158185912285
13,8,36158000,725,10.539247884285635
14,1,76630000,725,4.97296261255383
14,8,17891000,725,21.299990218545638
15,1,76569000,725,4.976924408050255
15,8,23117000,725,16.48475688886966
16,1,76620000,725,4.973611654920386
16,8,15436000,725,24.687621469292562
17,1,76826000,725,4.960275492671752
17,8,21307000,725,17.8851140470268
18,1,77014000,725,4.948166891733971
18,8,22501000,725,16.936052842095908
19,1,77375000,725,4.925080775444265
19,8,22318000,725,17.074922708127968
0,1,84410000,750,4.997926785925838
0,8,19163000,750,22.01508114595836
1,1,84686000,750,4.9816380511536735
1,8,20543000,750,20.53619237696539
2,1,85038000,750,4.961017427502998
2,8,45679000,750,9.235644388011996
3,1,84722000,750,4.979521257760676
3,8,24806000,750,17.006974119164717
4,1,85560000,750,4.930750350631136
4,8,48476000,750,8.702760128723492
5,1,84770000,750,4.976701663324289
5,8,26248000,750,16.07265315452606
6,1,84389000,750,4.999170508004598
6,8,23902000,750,17.65019663626475
7,1,85231000,750,4.949783529466978
7,8,19659000,750,21.45963680756905
8,1,84491000,750,4.993135363529843
8,8,21485000,750,19.635792413311613
9,1,84953000,750,4.9659811895989545
9,8,69116000,750,6.103868858151514
10,1,85235000,750,4.949551240687511
10,8,81848000,750,5.154371517935686
11,1,85464000,750,4.936288963774221
11,8,26181000,750,16.11378480577518
12,1,84526000,750,4.9910678371152075
12,8,19861000,750,21.241377574140277
13,1,84550000,750,4.989651094027203
13,8,25876000,750,16.30371773071572
14,1,84945000,750,4.966448878686209
14,8,20857000,750,20.227022102891116
15,1,84732000,750,4.9789335788132
15,8,25129000,750,16.788372000477537
16,1,85153000,750,4.954317522577009
16,8,54325000,750,7.76576161988035
17,1,86202000,750,4.894027980789309
17,8,25026000,750,16.85746823303764
18,1,85318000,750,4.9447361635293845
18,8,16981000,750,24.843943230669574
19,1,84902000,750,4.968964217568491
19,8,25579000,750,16.493021619297078
